Unnamed: 0,anchor,host_name,IP,avg_rtt,min_rtt,max_rtt,latitude,longitude,distance,location
,IN-57,hathway.net,192.168.10.1,0.5815984271048482,1.0983247956658913,1.376043376522471,24.55798490419733,86.38689516842358,1.0,Kutabandh
,IN-V2-208,metro.in,180.87.36.41,213.93360651681218,214.40870499181784,213.5694480444554,1.331817992551363,103.55839425543348,10.000862983405577,Singapore
,IN-V2-134,jio.in,122.187.95.101,10.157775435899685,8.862345092387914,10.27411837961385,13.138440493895063,77.81683401423798,2.979542347433985,Bangalore
,IN-V2-07,meghalaya.gov.in,172.26.110.148,3.5408728176995132,3.3449776189560896,3.967961963952913,22.6453539392918,88.72670723583474,5.002703137661296,Kolkata
,IN-V2-164,startupindia.gov.in,192.168.9.254,0.232,0.22,0.238,8.477853730241078,77.05481115218119,1.011979249758849,Thiruvananthapuram
,IN-V2-164,airtel.in,182.79.141.128,64.2791612908403,63.599093498126756,65.16112281366023,19.12374264473045,72.87971400945322,9.992762155917323,Mumbai
,IN-28,airtel.in,182.79.235.252,62.897181046527095,64.24997580546594,63.293185131629265,28.67293982880274,77.20495081222789,6.970657879254431,Delhi
,IN-V2-51,hathway.net,136.232.27.246,33.212337440833956,33.53476206360147,33.486701090961716,18.997963308505714,73.20304186492233,8.016527618893736,Navi Mumbai
,IN-39,jio.in,203.193.135.2,1.7387480656673093,1.187816976286489,1.7990138323768177,21.17862769951772,79.48262919369641,2.044278080550916,Nagpur
,IN-19,hathway.net,192.168.0.1,0.8633988810325106,1.094628516376419,1.3626777765541254,23.24311826909562,85.46455122618747,1.0,Ranchi
,IN-V2-164,iisc.ac.in,13.71.49.222,33.22916018102679,33.494480747168275,33.60958587294692,18.454385742535017,74.35001836516703,23.94517218373929,Pune
,IN-V2-208,jio.in,3.33.130.190,0.551481772501883,0.9487729037279419,1.1418352254653101,47.667703245455975,-122.33691,9.978481072701221,Seattle
,IN-19,www.irctc.in,182.79.211.35,42.99692585547126,34.621988458341974,50.74774478430609,18.978618211402857,72.57683039307679,4.030118893702123,Mumbai
,IN-V2-229,hathway.net,192.168.7.1,0.4396946458869091,0.4025712323721751,0.238,22.477304286655116,88.67575586994333,1.0,Kolkata
,IN-V2-164,github.com,121.244.53.25,1.4506016224311593,1.297266764892787,1.3180010351765015,8.590744998707768,76.36335394689341,3.997643361122924,Thiruvananthapuram
,IN-V2-249,108.117.11.94,154.206.27.249,4.412405822646483,4.12844724885369,6.020446045091754,28.633648803454,77.08330264215685,4.9784126614420785,Delhi
,IN-57,hathway.net,182.72.222.125,9.461011927444515,9.328371166365875,9.820046072962837,13.028332629050434,77.011121520971,2.0230289241591097,Bangalore
,IN-V2-139,google.com,216.239.48.64,36.85765656668064,36.65968379994858,37.47168178509145,15.367164482429244,75.44721362973735,10.066833047471855,Hubballi
,IN-31,sbi.co.in,182.79.245.225,16.366677270482796,17.648790134692085,16.67926842350095,13.269570596677701,80.69217069385655,7.03217109401976,Chennai
,IN-V2-249,108.117.11.94,154.210.186.208,2.443424817301639,1.7691533727731537,2.2612113783113212,28.569588735628823,76.84000141717252,5.973707065877252,Delhi
,IN-V2-208,sbi.co.in,115.114.26.242,2.6913708625556154,2.612700462532708,3.2976932808570534,13.278927776235992,80.26347623801712,4.979383047928578,Chennai
,IN-V2-51,hathway.net,116.119.109.76,5.021766326300113,5.217429830042867,6.1933169587601515,28.58566236014563,77.41997100689026,5.008982483597665,Delhi
,IN-V2-198,sbi.co.in,182.79.245.225,10.09323314949095,9.993275180405083,9.831409294987564,13.201402971755186,80.63266759319347,6.058980956643803,Chennai
,IN-V2-164,github.com,121.241.155.242,28.969234011355066,21.546976805754912,36.27636829496867,8.519229346582325,76.6938901249719,6.963151846217717,Thiruvananthapur
,IN-V2-134,github.com,192.168.1.1,1.184724718231244,0.5109681042001898,0.4330301836891992,12.927118645529607,77.8605510406304,1.0550174835792752,Bengaluru
,IN-54,hathway.net,192.168.3.1,2.0510295255032522,1.8380259776989811,1.8935490737685823,,,2.025689292930859,nan
,IN-V2-139,google.com,125.17.254.213,9.963288663159862,9.13333996098297,9.360274201495136,15.29613603377148,75.11665995242078,3.951384761008063,Hubballi
,IN-57,hathway.net,192.168.10.1,0.940343405121791,0.22133620250866737,1.1353676864781326,24.411202821111488,86.95510824733132,1.0,Kutabandh
,IN-V2-134,github.com,192.168.1.1,0.7644200438625401,0.4418828743730934,0.238,12.955586276924295,77.12816382048723,1.0057978723457106,Bengaluru
,IN-V2-164,metro.in,172.31.167.58,22.746020499944223,21.046772313776657,25.306846472764903,,,3.947932688720766,nan
,IN-19,www.irctc.in,125.16.149.129,9.903324373167942,9.676023399634401,11.381412641860551,23.36116525969403,85.00498644545277,2.969727895317589,Ranchi
,IN-19,hathway.net,136.232.27.246,88.83283791159559,61.92229647890097,114.11089477073317,19.168477285494383,73.31038423119594,6.968647169299672,Navi Mumbai
,IN-28,jio.in,150.222.14.37,27.816989543382658,25.147646762753713,29.77753895107054,1.3450781862343402,103.62385797690011,11.988135204463894,Singapore
,IN-39,airtel.in,203.193.135.2,1.3482692086805796,1.4256939430762277,2.4825426633518557,21.136428005086053,78.88262302681258,2.003638009190339,Nagpur
,IN-V2-164,paytm.in,10.219.29.42,3.7444514129960047,3.5882456919227477,4.415615819631299,8.677864404631379,77.25018996735372,4.0725708932235065,Thiruvananthapuram
,IN-2,meghalaya.gov.in,10.21.248.1,6.379738877463246,4.54152338954563,8.061929855116304,24.202953374577014,87.29352656920183,2.0452136819791944,Dumka
,IN-V2-101,www.irctc.in,125.20.143.98,8.174520662305895,8.204369872905705,8.463272555858655,18.960997549519792,72.67008340454251,7.031994678634563,Mumbai
,IN-12,hathway.net,136.232.27.246,34.59808138911442,35.07718361624626,35.15043788198535,19.131186229997013,73.42858599757,8.058333491403557,Navi Mumbai
,IN-V2-07,meghalaya.gov.in,192.168.37.25,4.972273614090552,4.76222277872588,4.4813293734331365,22.70100148136951,89.06599484721345,7.043429614275673,Kolkata
,IN-V2-164,github.com,104.44.20.46,42.0863747399139,42.33814775476711,42.89457737008377,,,9.983669086868076,nan
,IN-V2-07,meghalaya.gov.in,192.168.29.1,1.0156738963338094,1.0521294778189847,1.0941547006353993,22.678659349299252,88.72781532783989,1.0380527868833989,Kolkata
,IN-47,hathway.net,192.168.0.1,0.8778848066806239,0.9146008444886085,1.2163512064414554,26.858793932972404,80.73481428324719,1.0,Lucknow
,IN-41,titan.co.in,172.16.4.152,17.828274448704942,17.810456233089006,17.739687391678363,22.841497406648205,72.13841225914493,3.989504422113757,Mumbai
,IN-V2-249,iisc.ac.in,13.71.49.222,17.447613369581468,17.150594795796806,17.6212115395895,18.39594342045547,73.63695612601722,12.937159414228306,Pune
,IN-28,iisc.ac.in,13.71.49.222,40.68777924013787,40.57009991191343,40.79746550518147,18.51289313434035,74.51395999250762,16.05077094417108,Pune
,IN-V2-139,google.com,142.250.239.228,25.359750602767885,24.99292809970274,25.64108044823832,15.275880971123138,75.52455268618061,7.993117897875422,Hubballi
,IN-57,www.irctc.in,192.168.10.1,0.6956338104363016,0.8215651886927917,0.7203743517581703,24.530263005020487,86.1128708263492,1.0162981149955603,Kutabandh
,IN-48,hathway.net,136.232.27.246,37.38060020094459,36.94395344743472,36.751037621848276,19.151581809770338,73.24985742642806,8.96106767076656,Navi Mumbai
,IN-48,hathway.net,203.193.159.125,0.5939207869209016,0.22,0.238,30.411028455491195,78.33634574998379,2.9907244330979483,Dehradun
,IN-V2-164,github.com,172.25.138.2,22.471591577123693,22.613003717260895,22.17830178388617,8.679597870450422,77.09728645242299,4.974563595792221,Thiruvananthapuram
,IN-39,airtel.in,203.193.135.2,1.2536072422286073,1.091474215035729,1.761898605827169,21.156717702678954,79.35321510506525,2.033307976015353,Nagpur
,IN-33,www.irctc.in,172.16.0.1,0.4930280253421134,0.37982572110253243,0.238,18.472735632440912,73.73321673363654,1.0555933610419395,Pimpri-Chinchwad
,IN-39,airtel.in,172.16.5.182,8.519878193009365,8.31124400787593,8.230253963964854,,,3.9855570505479827,nan
,IN-V2-164,github.com,20.207.73.82,37.7641626687399,37.571809474294994,38.7866060249811,,,14.983318304473073,nan
,IN-40,hathway.net,172.28.176.253,84.2138505233824,83.80223371632964,84.39435020337169,23.50715351282101,72.20868028656845,3.952026961470554,Ahmedabad
,IN-V2-249,108.117.11.94,115.117.125.241,3.820773049669118,3.150824842022411,4.5721209895557795,12.987516355654556,77.19781294801771,7.040566805337393,Bangalore
,IN-28,uidai.gov.in,203.193.158.20,23.946534991437467,23.86329118022305,23.24841462831761,12.926823237714071,80.29775884880358,2.9658155731628457,Chennai
,IN-V2-198,airtel.in,116.119.121.61,48.830710303253205,49.07296307389895,49.19435230161076,28.498533492760078,76.94377994757096,4.98609168954115,Delhi
,IN-V2-164,uidai.gov.in,121.244.53.25,1.4727096653547076,1.1769035907380763,1.4911074507215976,9.901703672971768,75.8297046697359,3.0191450012080026,Ernakulam
,IN-V2-249,github.com,103.77.108.26,14.798584941458211,14.516479514630976,15.611652195920534,12.914920433678382,77.43435725422752,4.013131076000471,Bengaluru
,IN-19,hathway.net,203.129.217.1,1.7044214281630017,1.522469661739127,1.82135205974025,23.274194672431022,84.63899609249674,2.0038737067023478,Ranchi
,IN-48,hathway.net,14.140.206.25,1.7120436972835695,2.041569989466085,2.0691493857328687,28.71901611926587,77.27879380132259,4.032773140630292,New Delhi
,IN-28,jio.in,203.193.158.20,23.115038301512524,22.24992218754978,24.002873301146067,13.112662969203889,80.08571510461395,3.0411458106501015,Chennai
,IN-28,jio.in,59.160.150.5,26.72467797219369,25.63670622331683,26.832666086171393,22.842407272465643,72.6463965058032,4.02733814585856,Ahmedabad
,IN-V2-164,iisc.ac.in,192.168.9.254,0.232,0.6111737489207105,0.238,8.506272083275391,77.27941079974907,1.0,Thiruvananthapuram
,IN-V2-134,iisc.ac.in,223.178.56.1,5.79779529671528,4.437310935739686,6.313949008721584,12.919381494123392,77.36253897892712,2.0241626776951245,Bangalore
,IN-V2-249,uidai.gov.in,59.144.94.26,4.791643189474538,5.137951303718464,4.702609200956132,12.876701222834232,77.75762183169304,5.970568581247553,Bangalore
,IN-V2-07,hathway.net,136.232.27.246,39.17479853478617,38.54934373930241,39.449247067824366,19.072837353161614,73.15829665539204,11.004410039070821,Navi Mumbai
,IN-28,uidai.gov.in,203.129.222.145,12.69252289015578,11.782900022213914,13.807793546799218,13.136660485053484,79.7730634495261,1.992936660592884,Chennai
,IN-V2-249,jio.in,103.176.234.97,2.030360436993947,1.9414243888282976,3.2955830182053147,12.961281321332919,77.85868211068617,3.016100543208707,Bangalore
,IN-V2-249,uidai.gov.in,103.176.234.137,3.3830174227769505,3.2328004399091967,3.849576239844073,12.988950497755162,77.5497158106412,4.0062372515579545,Bangalore
,IN-V2-198,uidai.gov.in,182.79.153.0,11.302824748301045,5.472933346578402,15.432845440143579,28.477454663255322,76.87707812349528,5.019182630487639,Gurugram
,IN-67,meghalaya.gov.in,10.219.12.38,1.8919338641074601,2.115885753208238,2.0853298219302183,,,2.968543006359734,nan
,IN-47,hathway.net,192.168.0.1,1.4449082988765711,1.093992673088219,1.2806089215220078,26.794715339959282,81.23871348288515,1.0,Lucknow
,IN-62,hathway.net,172.16.16.1,1.1638956718774347,0.8709841481248728,0.5365472265993828,23.273476557986687,77.10729609601256,1.0413709567152127,Bhopal
,IN-V2-51,hathway.net,10.240.15.12,3.495296454989335,3.695699840366863,3.3253074568911796,,,2.041494308693064,nan
,IN-28,airtel.in,192.168.0.1,0.6341470870422323,0.22,1.4342977587187913,12.96658673560464,79.92931225638797,1.0387378381561994,Chennai
,IN-V2-134,startupindia.gov.in,192.168.1.1,0.7951526158775791,0.5712328237238312,0.3909307392457305,12.87990721907064,77.19271405357429,1.0,Bengaluru
,IN-19,hathway.net,192.168.0.1,1.0347378097374729,1.501303656586414,1.6653226518268043,23.32031708091065,85.61168719390592,1.0418699987447637,Ranchi
,IN-V2-30,hathway.net,125.20.113.213,6.0603867106658385,5.016803949831079,6.005569619428652,28.332919480987496,77.01186496330108,2.9845158972435186,Gurgaon
,IN-V2-101,www.irctc.in,182.19.109.69,32.06787001818973,31.12482411898846,33.786610174931454,19.049608773085215,72.54636590264116,7.989353526155432,Mumbai
,IN-17,hathway.net,203.193.172.1,2.288450546247942,1.5026955257901113,2.5002218601227133,25.458303451385174,85.08198129817158,1.964028021272158,Patna
,IN-V2-208,google.com,192.178.110.207,19.66691093640353,20.38441548714217,20.025902559935894,19.160833637359673,72.7016678068117,10.018786188698721,Mumbai
,IN-V2-07,meghalaya.gov.in,172.26.110.148,4.111176148607369,3.02007025132602,3.696320132759553,22.81476004592893,88.81250006563023,5.028972346770021,Kolkata
,IN-47,hathway.net,115.110.210.38,17.809026307970893,17.322670943885306,18.09751541604264,28.69078557633534,77.09081627129028,6.011178012092225,Delhi
,IN-V2-164,metro.in,14.141.123.226,22.25588289315171,22.360999944640756,22.074853986422344,12.94808085691342,80.33761436185843,4.993876454049447,Chennai
,IN-V2-249,108.117.11.94,192.168.1.1,2.0180677743913957,1.215486759077391,1.6523081903102137,,,2.092558819192413,nan
,IN-57,hathway.net,136.232.27.246,72.84223205763288,71.38439350666575,73.33486411643544,19.232649898050802,73.16160011174848,7.014709924407555,Navi Mumbai
,IN-17,hathway.net,172.31.231.230,11.212548120728076,10.682717895951116,10.68374481006011,,,3.972837125905475,nan
,IN-67,nesac.gov.in,192.168.1.1,0.9252705480160739,1.2286124579360935,0.4288555377654628,24.882428664260832,93.96789984296532,1.0,Imphal
,IN-V2-249,paytm.in,10.100.100.100,1.2261877759638193,0.3581510245208348,1.1831667799917318,12.858272214129853,77.49758820764498,1.0,Bengaluru
,IN-39,airtel.in,49.44.220.189,7.481135204120545,7.8120934195340865,8.096447044179921,19.084723987822567,72.41431533181378,6.038250997594172,Navi Mumbai
,IN-39,sbi.co.in,49.44.187.171,9.018557833755114,9.376062204322114,9.446642346541907,13.115208476257678,79.93783975154635,6.003590344724023,Chennai
,IN-V2-208,airtel.in,192.168.0.1,0.8097145114277708,0.2816411348763421,0.238,13.031577943978595,80.35229244930156,1.0341429040077983,Chennai
,IN-V2-198,jio.in,10.240.9.208,5.502321473977642,5.182882014128041,5.774998433033549,,,1.978619749954454,nan
,IN-V2-51,171.76.87.191,182.79.141.70,48.557074740894805,49.03679394177906,48.96402787232023,19.16959809778181,72.29353506946225,4.984305411667325,Mumbai
,IN-V2-198,startupindia.gov.in,192.168.1.1,0.41273332524102363,0.6181832263891327,0.4660167213898336,13.085333598993516,78.2286543208238,1.0001554551428948,Bengaluru
,IN-13,hathway.net,192.168.10.1,0.46588558859281287,1.3086744934736656,1.2531846800167683,26.655928737633417,88.56590202119564,1.0,Siliguri
,IN-19,hathway.net,192.168.0.1,1.18925798718502,0.9173261824573294,0.883418810255404,23.26268806575497,85.79984922312697,1.0,Ranchi
,IN-44,www.irctc.in,116.119.50.142,24.201580670901393,23.936816429522757,24.55823209912728,28.51778931077082,77.49876532876847,3.957347963540946,Delhi
,IN-57,hathway.net,182.79.164.37,81.34516874062908,80.55193952100697,82.20477083069184,28.42773601251745,77.14149844876226,5.070254402789986,Delhi
,IN-48,hathway.net,203.193.159.125,0.2574636773401236,1.0702246022006545,0.5752658642269446,30.23411039580256,77.93754311758804,2.9541581595976,Dehradun
,IN-47,www.irctc.in,115.113.247.57,2.2702447830095402,2.220004683431997,2.7984494119611125,28.57886210386189,76.82314467808577,2.9930960850095176,Delhi
,IN-44,hathway.net,192.168.10.1,0.7416750620611002,0.6040404023361841,0.5122794101184062,25.53653616151066,81.91652421805999,1.0,Prayagraj
,IN-V2-139,google.com,192.168.1.1,0.8768903396852191,0.8013391805698553,1.2428703065525537,15.401664359735713,75.00199034041793,1.0,Hubballi
,IN-V2-249,airtel.in,182.78.39.165,4.685986785592355,4.2534861782670745,4.2066014844829285,12.924838692510555,75.1389254485954,4.9858972025643595,Mangalore
,IN-V2-208,github.com,104.44.47.11,28.03036048257509,10.38152333610957,45.64222412710369,,,5.009660335318048,nan
,IN-V2-164,uidai.gov.in,192.168.9.254,0.5796448501018563,0.7207613932708691,0.238,8.45495568643276,77.01114131328531,1.0000599907682206,Thiruvananthapuram
,IN-62,hathway.net,103.60.156.1,74.90599860355933,74.78669538560871,75.67068015263304,23.174794552408283,77.24924518075524,2.983106887400256,Bhopal
,IN-V2-198,sbi.co.in,10.240.9.208,6.8214580948171495,4.500281978994637,8.130834877395648,,,1.996898929442167,nan
,IN-V2-249,uidai.gov.in,182.78.39.165,7.087705319001191,6.227876830890927,7.508885961777346,12.865612530986896,74.86056883433761,5.005300379827081,Mangalore
,IN-V2-198,github.com,192.168.1.1,0.40167442792943053,0.6032041467719155,0.8514380111128419,13.00157492750991,77.77057466805748,1.003070680234151,Bengaluru
,IN-V2-208,uidai.gov.in,59.160.204.110,6.5242335459774505,5.763816231292783,6.223961462609508,13.017498533565053,77.44659465339002,6.0223019394431905,Bangalore
,IN-28,metro.in,172.29.209.113,30.61058725487793,28.252095567041206,34.623973666097555,,,5.024677708366063,nan
,IN-V2-134,iisc.ac.in,223.178.56.1,5.079630742080203,5.296473023991122,5.510798681645259,13.074663934998405,77.75243887351365,2.0115789301677505,Bangalore
,IN-V2-249,metro.in,116.119.112.98,227.88092744653875,209.04487092653093,246.89316782112863,34.0907016269221,-118.10878630767935,5.9301301570195175,Los Angeles
,IN-33,www.irctc.in,125.17.115.21,3.6095376685451432,2.237536114085392,4.743026842470519,28.502840641075696,77.19254838868991,4.024889011838544,Delhi
,IN-62,hathway.net,10.30.2.1,0.6482544540579329,1.3273652626640169,1.7033288485489089,,,2.0055027944109947,nan
,IN-V2-139,google.com,192.168.1.1,0.232,1.1927317093583762,0.480359920465681,15.38529064092919,75.33093476994698,1.0236428637324335,Hubballi
,IN-31,airtel.in,116.119.57.114,60.355126593279266,60.750456814258655,60.35756926837138,13.20613113198488,80.40679802442006,5.993381313124554,Chennai
,IN-31,airtel.in,192.168.0.2,1.0759192872796726,0.7637758985331324,1.092870671366185,11.199265550431784,77.0163438560331,1.041488002796268,Coimbatore
,IN-44,hathway.net,192.168.10.1,1.1881484944428387,1.289590374513094,0.80686148760894,25.532504129915015,81.89241553762133,1.0,Prayagraj
,IN-V2-101,www.irctc.in,182.19.109.69,32.1863635011482,30.871715537573436,33.87577682823051,19.1104682622129,72.616771289771,8.0057970061218,Mumbai
,IN-V2-249,github.com,192.168.1.1,1.994399832233199,1.5529281222297469,1.735414458195159,2.9652559874156523,77.37874102030197,1.965896365516535,Bengaluru
,IN-V2-134,iisc.ac.in,192.168.1.1,1.137643054838991,1.2332519644515214,0.8413602132373668,12.899637437027353,77.48190573169798,1.0,Bengaluru
,IN-V2-164,sbi.co.in,192.168.9.254,0.6744167519886967,0.3536963770515661,0.238,8.548124494409048,76.52197902064097,1.043327332267628,Thiruvananthapuram
,IN-V2-208,github.com,20.207.73.82,15.184490272233901,14.52174591975787,15.003940678511713,,,14.061662569988444,nan
,IN-12,hathway.net,182.79.164.37,36.81476709714317,35.10435568499514,38.033472318820884,28.68729133768264,77.78553313815836,5.967314011415167,Delhi
,IN-V2-164,github.com,104.44.23.255,34.8911275016847,34.743472978834085,35.02842227700609,,,6.9678971681884585,nan
,IN-47,hathway.net,136.232.27.246,42.733978919973346,41.76995109677422,41.91295040815008,19.075485009768325,72.74311412479139,7.990667042928755,Navi Mumbai
,IN-V2-134,uidai.gov.in,223.178.56.1,6.540993192967495,5.599457211711607,6.954591652947963,12.94978010444022,77.76582662936973,2.028686453050575,Bangalore
,IN-V2-134,github.com,192.168.1.1,1.0987161440980615,1.2314732594449276,0.36525316098988536,12.821657781011558,77.55407033521396,1.0,Bengaluru
,IN-V2-249,airtel.in,182.78.39.165,4.3256563123795635,4.661530126989283,4.782495543020794,12.937130568993371,74.73369303992504,5.008772249737655,Mangalore
,IN-13,hathway.net,192.168.10.1,1.565559872016003,0.7678067477086148,0.5368702222805617,26.82656775015933,88.2988067470686,1.0,Siliguri
,IN-V2-134,metro.in,116.119.57.43,218.127351656677,212.46888755638074,223.20471012964444,34.100256633048,-117.74624495660429,3.964389419589921,Los Angeles
,IN-44,hathway.net,182.79.164.31,38.877333247849876,35.02927503603748,43.1230809126784,28.562792003518553,77.52568649063582,3.974714535395285,Delhi
,IN-31,github.com,116.119.72.22,23.898399545866152,3.2465759371850744,44.48310985789771,11.049577630009642,77.12766937528505,5.0003314428019765,Coimbatore
,IN-57,www.irctc.in,182.72.222.125,6.6657528788409985,6.076226444249447,6.569150231328308,13.040841271303167,77.03864578812174,2.0743710455275415,Bangalore
,IN-28,github.com,203.129.222.145,11.506296530040284,11.294278346012243,12.591450498088664,12.875001626400786,80.45511747462383,2.0177764291237117,Chennai
,IN-V2-30,hathway.net,136.232.27.246,28.702860831330227,27.979179953290636,29.05612311236864,19.110853581758132,73.03971314491285,6.982284972097789,Navi Mumbai
,IN-V2-208,sbi.co.in,192.168.0.1,0.2499809814712462,0.5994897608612877,0.306340433606939,13.153909987933684,80.11511716387265,1.0448979545161328,Chennai
,IN-54,hathway.net,192.168.0.1,0.7834756611234079,1.1032899066241666,0.9044880948365079,25.58168853025836,91.6646299043537,1.0044758297392482,Shillong
,IN-48,hathway.net,136.232.27.246,37.265674058406944,36.44816372053569,36.81504296445124,19.120467960227685,73.32460879623252,9.037381512193381,Navi Mumbai
,IN-28,paytm.in,203.193.158.20,23.8930795310265,23.507067603478003,24.008421421006336,,,2.949562170454591,nan
,IN-31,sbi.co.in,182.79.245.225,17.579603850793816,17.024576045805745,17.06529338284281,13.136736277004013,80.52815508972458,6.9901996859752265,Chennai
,IN-V2-249,github.com,104.44.11.250,18.04917581504847,17.50332316832038,17.43067702651431,12.968917608848301,,7.959436850286422,nan
,IN-V2-208,github.com,104.44.47.11,28.243981890883337,10.612412938393259,45.07082311737374,,,4.978703056879935,nan
,IN-V2-164,metro.in,121.244.53.25,1.4123107204145393,1.2307002118728232,0.9201905929146406,9.83388129056669,76.00350676581286,2.9834445583848948,Ernakulam
,IN-44,www.irctc.in,116.119.50.142,23.916541881045447,24.607102971230564,22.98061118120856,28.4757497224438,77.10458145386467,3.995777618662785,Delhi
,IN-39,metro.in,136.232.208.209,8.510178069741066,8.484436597628315,8.64034170969058,13.05422810970641,80.271162579593,2.9860146408070354,Chennai
,IN-V2-249,github.com,103.77.108.26,14.45235759489058,14.747971559897463,14.72360927691922,12.961724338670072,77.5646616457066,3.9961482309998284,Bengaluru
,IN-V2-07,meghalaya.gov.in,192.168.29.1,0.8816684929357619,0.9767402056021232,1.327845518680053,22.545251011318623,88.47313246395281,1.0,Kolkata
,IN-12,meghalaya.gov.in,116.119.72.56,7.1528080420479085,5.396733123294257,9.647212527724895,28.53006903779959,77.12016794523703,4.018594171357536,Delhi
,IN-V2-249,metro.in,103.176.234.97,1.992091231452305,2.2865303476546455,2.286638473061972,13.058849737292281,77.44098546144458,2.94557948957505,Bangalore
,IN-V2-139,google.com,116.119.158.147,25.89728785446123,25.771429568347177,26.029165335557174,15.318518489051373,75.21301120492089,5.004240927330436,Hubballi
,IN-V2-07,meghalaya.gov.in,115.244.136.22,28.282137653685787,28.010188678345813,28.93733363625764,27.28992715111883,76.56673964934832,12.987483031780625,Sonipat
,IN-V2-249,108.117.11.94,103.176.234.97,3.879340917068539,3.119208085743714,3.4864316592907127,13.003246905856829,77.14997251764972,2.9949613536853725,Bangalore
,IN-13,hathway.net,192.168.10.1,1.3692588978594058,0.8651103911796557,1.1733465396920897,26.735876575423994,88.27768358284065,1.0166530368820346,Siliguri
,IN-V2-51,hathway.net,116.119.109.76,5.2412366403282515,5.235726124450647,6.119342218770522,28.379297669392884,76.61818548215513,4.983049893560103,Delhi
,IN-2,hathway.net,172.16.13.2,10.595110103661945,10.652393507076644,11.244829091179906,25.78983654668066,87.74406250630132,3.0001900113224518,Dumka
,IN-28,airtel.in,115.110.210.66,63.82311778631991,61.4119552080982,66.35832793905014,28.60913113881196,77.33670566315648,6.000837108996469,Delhi
,IN-V2-51,171.76.87.191,172.31.0.147,8.021447725979627,6.965855184623964,8.803421506302199,,,2.9605193015753453,nan
,IN-31,jio.in,121.241.155.113,1.2991652079938691,1.6339652034807581,1.2270590384322742,22.881926111424825,72.6482821021906,3.027966543348374,Ahmedabad
,IN-31,metro.in,180.87.151.34,226.798049062762,227.60036308571227,227.34694417716847,35.65633838296219,139.88851322439632,11.016326538982426,Chiba
,IN-31,metro.in,172.31.167.58,16.242686476622985,16.119992110760712,15.81038983264234,,,4.012014797349437,nan
,IN-V2-229,hathway.net,115.112.10.50,4.08069885122004,3.5174127616567263,3.4476448299578686,22.609134233966184,88.61267268429016,9.006960681911155,Kolkata
,IN-40,titan.co.in,192.168.2.1,0.640192349281108,0.6039418207863434,0.810526818207336,23.078755357159384,72.34797415265137,1.0,Gandhinagar
,IN-39,uidai.gov.in,115.112.8.49,8.17358676974793,7.181799365337835,7.7729701134328595,12.964291388258104,80.32064971824433,3.9920830541073467,Chennai
,IN-V2-164,iisc.ac.in,192.168.9.254,0.43492402510985906,0.22,0.238,8.541003700748254,76.57588403548276,1.0,Thiruvananthapuram
